lead_id,store_name,lead_channel_label,google_maps_category,instagram_handle,followers,items_listed,sell_through_rate,website,email,phone,owner_name,address,city,neighbourhood,country,lat,lng,est_monthly_spend_gbp,lead_source,last_contact_date,last_purchase_date,stage_raw,stage_clean,pipeline_status,notes,source_lead_ids,n_records_merged,store_type,store_type_confidence,_confirmed_non_uk,_unverified_location,store_category,qualifies,qualification_reason,contactability_score,data_quality_flag,ELIGIBLE,OUTREACH_TYPE,RECOMMENDED_FOLLOW_UP_DATE,SUGGESTED_MESSAGE,MESSAGE_LOGIC,PERSONALISATION_ANGLE
L1064,Faded Trading Co,unknown,Used clothing store,@fadedtradingco,7856.0,,,unknown,info@fadedtradingco.com,+447728962309,unknown,180 Market St,London,"Soho, London",UK,51.50638,-0.13542,2300,Instagram,2026-03-31,2025-11-17,stopped buying,Stopped Buying,Churned,"Curated vintage womenswear, Levi's & band tees | Price-sensitive, compares to local wholesalers.",L1064,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website; Possible Duplicate - Unverified,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the Levi's and band-tee-led womenswear edit you're known for, I understand if the timing wasn't right before. Fair to compare - happy to let the numbers speak for themselves rather than argue the case. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?","Stage identified as Stopped Buying (Churned-Win-Back). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 107 day(s) ago - timing supports a follow-up now.",your curated womenswear built around Levi's and band tees
L1100,Heirloom Apparel,shop,Vintage clothing store,@heirloomapparel,5317.0,,,https://heirloomapparel.com,info@heirloomappare.com,unknown,Freya Green,108 Union St,Glasgow,Glasgow,UK,55.85992,-4.25381,3363,Inbound,never,never,new - inbound,Inbound,Prospect,"Curated vintage womenswear, Levi's & band tees",L1100,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Inbound,,"Hi Freya, thanks for getting in touch - I had a look at your curated womenswear built around Levi's and band tees before writing back. Fleek connects shops like yours with inventory from trusted suppliers, so given the Levi's and band-tee-led womenswear edit you're known for, it seemed worth a proper reply rather than a generic one. What's the main gap in sourcing right now - more volume, more variety, or something specific you're struggling to find?",Stage identified as Inbound (Inbound). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. No prior contact on record - treated as first outreach.,your curated womenswear built around Levi's and band tees
L1165,grailroom62,unknown,unknown,@grailroom62,15987.0,158.0,0.21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1218,Instagram,2026-06-05,2025-12-03,Churned,Churned,Churned,"Fast seller, good margins",L1165,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Instagram) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the fast sell-through you've been getting, I understand if the timing wasn't right before. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?",Stage identified as Churned (Churned-Win-Back). Personalisation drawn from notes: how quickly your stock turns over. Last contacted 41 day(s) ago - timing supports a follow-up now.,how quickly your stock turns over
L1040,Curated Racks,store,Vintage clothing store,@curatedracks,14934.0,,,unknown,info@curatedracks.com,+447921249985,Oscar Dubois,136 Mill Lane,London,"Peckham, London",UK,51.47289,-0.06647,607,Google Maps scrape,2026-06-22,never,Contacted,Contacted,Contacted,"Y2K, grunge and reworked one-off pieces |",L1040,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website,True,Cold,,"Hi Oscar, I came across your shop and noticed your Y2K, grunge and reworked one-off pieces. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?","Stage identified as Contacted (Cold). Personalisation drawn from notes: your Y2K, grunge and reworked one-off pieces. Last contacted 24 day(s) ago - timing supports a follow-up now.","your Y2K, grunge and reworked one-off pieces"
L1159,thepicks63,unknown,unknown,@thepicks63,10787.0,1188.0,0.41,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,882,Whatnot,2026-05-08,never,emailed,Contacted,Contacted,Sells on Depop + Vinted,L1159,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Whatnot) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given selling across both Depop and Vinted. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: selling across both Depop and Vinted. Last contacted 69 day(s) ago - timing supports a follow-up now.,selling across both Depop and Vinted
L1174,eraera65,IG,unknown,@eraera65,59912.0,1265.0,0.39,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1727,Instagram,2026-07-01,never,Negotiating,Negotiating,Opportunity,unknown,L1174,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Instagram) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given running sales through Instagram. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Negotiating (Re-Engagement). Personalisation drawn from channel (notes unavailable): running sales through Instagram. Last contacted 15 day(s) ago - timing supports a follow-up now.,running sales through Instagram
L1022,Time Warp Depot,shop,Thrift store,@timewarpdepot,23577.0,,,https://timewarpdepot.co.uk,unknown,+447284987769,unknown,69 The Parade,London,"Brick Lane, London",UK,51.52944,-0.06356,3707,BDR,never,never,not contacted,New Lead,Prospect,"Vintage streetwear — Nike, Adidas, Ralph | Left a voicemail, no callback yet.",L1022,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Thrift store' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Cold,,"Hi there, I came across your shop and noticed your streetwear edit built around Nike, Adidas and Ralph Lauren. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. No worries on the missed callback - happy to try again whenever suits. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your streetwear edit built around Nike, Adidas and Ralph Lauren. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.","your streetwear edit built around Nike, Adidas and Ralph Lauren"
L1135,deadco25,IG,unknown,@deadco25,47775.0,722.0,0.11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1412,Depop scrape,never,never,not contacted,New Lead,Prospect,unknown,L1135,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed selling through Depop. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from channel (notes unavailable): selling through Depop. No prior contact on record - treated as first outreach.,selling through Depop
L1175,retrothreads90,unknown,unknown,@retrothreads90,52544.0,810.0,0.27,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,200,Vinted scrape,2026-04-19,never,replied,Replied,Engaged,"Fast seller, good margins",L1175,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Vinted scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given how quickly your stock turns over. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Replied (Re-Engagement). Personalisation drawn from notes: how quickly your stock turns over. Last contacted 88 day(s) ago - timing supports a follow-up now.,how quickly your stock turns over
L1007,Marlowe Denim,physical,Vintage clothing store,@marlowedenim,1429.0,,,https://marlowedenim.shop,info@marlowedenim.com,+447347382997,unknown,63 Kingsland Rd,London,"Shoreditch, London",UK,51.53138,-0.07943,3801,Inbound,2026-03-13,never,replied,Replied,Engaged,"Vintage workwear, military surplus, carhartt | Price-sensitive, compares to local wholesalers.",L1007,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage clothing store' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your workwear and military surplus range, including Carhartt. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Fair to compare - happy to let the numbers speak for themselves rather than argue the case. Worth a quick chat to see where things stand?","Stage identified as Replied (Re-Engagement). Personalisation drawn from notes: your workwear and military surplus range, including Carhartt. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 125 day(s) ago - timing supports a follow-up now.","your workwear and military surplus range, including Carhartt"
L1014,Foundry Trading Co,unknown,Used clothing store,@foundrytradingco,17092.0,,,unknown,info@foundrytrading.com,+447850142940,Priya Dubois,112 The Parade,London,"Shoreditch, London",UK,51.52949,-0.07647,405,Referral,never,never,new lead,New Lead,Prospect,"Vintage workwear, military surplus, carhartt",L1014,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Website,True,Cold,,"Hi Priya, I came across your shop and noticed your workwear and military surplus range, including Carhartt. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your workwear and military surplus range, including Carhartt. No prior contact on record - treated as first outreach.","your workwear and military surplus range, including Carhartt"
L1141,stockthreads26,depop,unknown,@stockthreads26,10396.0,157.0,0.49,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1530,Depop scrape,never,never,new lead,New Lead,Prospect,unknown,L1141,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Depop scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed selling through Depop. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from channel (notes unavailable): selling through Depop. No prior contact on record - treated as first outreach.,selling through Depop
L1122,Kestrel Store,unknown,Used clothing store,unknown,,,,https://kestrelstore.co.uk,info@kestrelstore.com,+33671709991,unknown,121 Union St,New York,"Williamsburg, New York",USA,40.71501,-73.95118,435,Market visit,2026-05-15,2025-08-20,lapsed,Lapsed,Churned,Reworked vintage and archive designer pieces | Busy on weekends — visit midweek.,L1122,1,Physical Store,High,True,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,4,Missing Instagram; Non-UK,True,Churned-Win-Back,,"Hi there, it's been a while since we last worked together, so wanted to reach out honestly rather than pretend nothing's changed. Given the reworked, archive-designer side of what you stock, I understand if the timing wasn't right before. Happy to work around your weekend trade - midweek suits us fine. Would it be worth a low-pressure conversation about what's changed on our side, in case it's relevant again?","Stage identified as Lapsed (Churned-Win-Back). Personalisation drawn from notes: your reworked and archive designer pieces. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 62 day(s) ago - timing supports a follow-up now.",your reworked and archive designer pieces
L1017,Loop Studio,unknown,Retro clothing shop,@loopstudio,18665.0,,,unknown,unknown,+447278895798,unknown,110 Cheshire St,London,"Brick Lane, London",UK,51.5197,-0.07968,2489,Market visit,2026-05-31,never,Negotiating,Negotiating,Opportunity,Retro football shirts & vintage sportswear,L1017,1,Physical Store,High,False,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,3,Missing Website,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your retro football shirt and vintage sportswear range. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Negotiating (Re-Engagement). Personalisation drawn from notes: your retro football shirt and vintage sportswear range. Last contacted 46 day(s) ago - timing supports a follow-up now.,your retro football shirt and vintage sportswear range
L1027,Heirloom Goods,unknown,Thrift store,@heirloomgoods,19051.0,,,https://heirloomgoods.com,unknown,+447746488771,Mila Okafor,111 The Parade,London,"Camden, London",UK,51.54149,-0.15398,1107,Referral,2026-03-06,never,meeting set,Meeting Booked,Opportunity,"Vintage workwear, military surplus, carhartt |",L1027,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Thrift store' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Re-Engagement,,"Hi Mila, it's been a little while, so wanted to check back in given your workwear and military surplus range, including Carhartt. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?","Stage identified as Meeting Booked (Re-Engagement). Personalisation drawn from notes: your workwear and military surplus range, including Carhartt. Last contacted 132 day(s) ago - timing supports a follow-up now.","your workwear and military surplus range, including Carhartt"
L1185,retrosupply29,unknown,unknown,@retrosupply29,38477.0,39.0,0.21,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1885,Whatnot,2026-04-21,never,replied,Replied,Engaged,unknown,L1185,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Whatnot) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your live-sale presence on Whatnot. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Replied (Re-Engagement). Personalisation drawn from channel (notes unavailable): your live-sale presence on Whatnot. Last contacted 86 day(s) ago - timing supports a follow-up now.,your live-sale presence on Whatnot
L1054,Foundry Room,store,Consignment store,@foundryroom,15912.0,,,https://foundryroom.com,unknown,+447345054156,Oscar Novak,99 The Parade,London,"Notting Hill, London",UK,51.52037,-0.19609,990,Inbound,2026-06-03,never,visiting,Visiting,Opportunity,"Vintage workwear, military surplus, carhartt | Met at a market, said to drop by the shop.","L1054, L1205",2,Physical Store,High,False,False,Consignment Store,True,Category 'Consignment store' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Re-Engagement,,"Hi Oscar, it's been a little while, so wanted to check back in given your workwear and military surplus range, including Carhartt. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Good to put a name to the shop after meeting at the market - still keen to swing by. Worth a quick chat to see where things stand?","Stage identified as Visiting (Re-Engagement). Personalisation drawn from notes: your workwear and military surplus range, including Carhartt. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 43 day(s) ago - timing supports a follow-up now.","your workwear and military surplus range, including Carhartt"
L1065,Pinegrove Apparel,unknown,Vintage & retro fashion,@pinegroveapparel,6074.0,,,https://pinegroveapparel.shop,info@pinegroveappar.com,+447585497334,unknown,143 Mill Lane,London,"Soho, London",UK,51.5072,-0.12265,4737,Instagram,never,never,new lead,New Lead,Prospect,Retro football shirts & vintage sportswear | Busy on weekends — visit midweek.,L1065,1,Physical Store,High,False,False,Vintage Store,True,Category 'Vintage & retro fashion' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Cold,,"Hi there, I came across your shop and noticed your retro football shirt and vintage sportswear range. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Happy to work around your weekend trade - midweek suits us fine. Would it be useful to see what's currently available that fits what you stock?","Stage identified as New Lead (Cold). Personalisation drawn from notes: your retro football shirt and vintage sportswear range. Notes flagged a specific objection/context, addressed directly rather than ignored. No prior contact on record - treated as first outreach.",your retro football shirt and vintage sportswear range
L1170,archivegoods76,unknown,unknown,@archivegoods76,10424.0,144.0,0.15,unknown,archivegoods76@gmail.com,unknown,unknown,unknown,unknown,unknown,unknown,,,1917,Vinted scrape,never,never,new - inbound,Inbound,Prospect,"IG shop, DMs open",L1170,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Vinted scrape) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,3,Missing Website; Unverified Location,True,Inbound,,"Hi there, thanks for getting in touch - I had a look at running your shop straight through Instagram DMs before writing back. Fleek connects shops like yours with inventory from trusted suppliers, so given the DM-led way you run sales, it seemed worth a proper reply rather than a generic one. What's the main gap in sourcing right now - more volume, more variety, or something specific you're struggling to find?",Stage identified as Inbound (Inbound). Personalisation drawn from notes: running your shop straight through Instagram DMs. No prior contact on record - treated as first outreach.,running your shop straight through Instagram DMs
L1033,Static Loft,shop,Retro clothing shop,@staticloft,28992.0,,,https://staticloft.shop,unknown,+447400504556,Sofia Diallo,136 Broadway,London,"Camden, London",UK,51.54058,-0.13558,2145,Referral,2026-06-19,never,sent pricing,Quote Sent,Opportunity,"80s/90s denim & sportswear specialist | Heard of Fleek, thinks it's 'for small resellers'.",L1033,1,Physical Store,High,False,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,4,None,True,Re-Engagement,,"Hi Sofia, it's been a little while, so wanted to check back in given your 80s/90s denim and sportswear edit. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick correction on that: we work with shops at a range of sizes, not just small resellers - happy to show you what that actually looks like. Worth a quick chat to see where things stand?","Stage identified as Quote Sent (Re-Engagement). Personalisation drawn from notes: your 80s/90s denim and sportswear edit. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 27 day(s) ago - timing supports a follow-up now.",your 80s/90s denim and sportswear edit
L1043,Dusty Corner,unknown,Retro clothing shop,@dustycorner,25855.0,,,https://dustycorner.shop,info@dustycorner.com,+447102290147,Rosa Frost,125 Kingsland Rd,London,"Peckham, London",UK,51.47194,-0.07583,3738,Inbound,never,never,new - inbound,Inbound,Prospect,"Curated vintage womenswear, Levi's & band tees",L1043,1,Physical Store,High,False,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Inbound,,"Hi Rosa, thanks for getting in touch - I had a look at your curated womenswear built around Levi's and band tees before writing back. Fleek connects shops like yours with inventory from trusted suppliers, so given the Levi's and band-tee-led womenswear edit you're known for, it seemed worth a proper reply rather than a generic one. What's the main gap in sourcing right now - more volume, more variety, or something specific you're struggling to find?",Stage identified as Inbound (Inbound). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. No prior contact on record - treated as first outreach.,your curated womenswear built around Levi's and band tees
L1106,Echo Emporium,physical,Used clothing store,@echoemporium,18444.0,,,https://echoemporium.co.uk,info@echoemporium.com,+33662638380,Oscar Haddad,123 Cheshire St,Paris,"Le Marais, Paris",France,48.86575,2.35626,3374,Inbound,2026-05-01,never,contacted,Contacted,Contacted,"Y2K, grunge and reworked one-off pieces",L1106,1,Physical Store,High,True,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,5,Non-UK,True,Re-Engagement,,"English: Hi Oscar, it's been a little while, so wanted to check back in given your Y2K, grunge and reworked one-off pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?

Translated (French): Bonjour Oscar, cela fait un moment, je voulais donc reprendre contact étant donné vos pièces Y2K, grunge et retravaillées en pièce unique. Aucune pression si le moment n'est plus idéal, mais si l'approvisionnement reste d'actualité, je serais ravi d'en reparler. Cela vaudrait-il la peine d'en discuter rapidement ?","Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your Y2K, grunge and reworked one-off pieces. Last contacted 76 day(s) ago - timing supports a follow-up now.","your Y2K, grunge and reworked one-off pieces"
L1116,Attic Supply,unknown,Used clothing store,@atticsupply,5256.0,,,https://atticsupply.com,unknown,+33619148564,unknown,99 Kingsland Rd,Amsterdam,Amsterdam,Netherlands,52.36933,4.90345,4547,BDR,2026-04-20,never,Replied,Replied,Engaged,"Y2K, grunge and reworked one-off pieces | Price-sensitive, compares to local wholesalers.",L1116,1,Physical Store,High,True,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,4,Non-UK,True,Re-Engagement,,"English: Hi there, it's been a little while, so wanted to check back in given your Y2K, grunge and reworked one-off pieces. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Fair to compare - happy to let the numbers speak for themselves rather than argue the case. Worth a quick chat to see where things stand?

Translated (Dutch): Hallo, het is alweer even geleden, dus ik wilde graag opnieuw contact opnemen gezien uw Y2K-, grunge- en bewerkte unieke stukken. Geen druk als de timing is veranderd, maar als inkoop nog steeds relevant voor u is, denk ik graag weer mee. Het is logisch om te vergelijken - ik laat de cijfers liever voor zichzelf spreken dan dat ik erover in discussie ga. Zou een kort gesprek de moeite waard zijn?","Stage identified as Replied (Re-Engagement). Personalisation drawn from notes: your Y2K, grunge and reworked one-off pieces. Notes flagged a specific objection/context, addressed directly rather than ignored. Last contacted 87 day(s) ago - timing supports a follow-up now.","your Y2K, grunge and reworked one-off pieces"
L1134,thriftedpicks46,depop,unknown,@thriftedpicks46,46812.0,247.0,0.07,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,938,Whatnot,2026-06-10,2026-06-24,won,Closed Won,Customer,Sells on Depop + Vinted,L1134,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Whatnot) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Customer Check-In,,"Hi there, wanted to check in properly rather than send a generic update, given your presence across both Depop and Vinted. Keen to hear how things have been going and whether there's anything new worth exploring together. Any gaps in what you're sourcing at the moment, or new ranges you're thinking about?",Stage identified as Closed Won (Customer Check-In). Personalisation drawn from notes: selling across both Depop and Vinted. Last contacted 36 day(s) ago - timing supports a follow-up now.,selling across both Depop and Vinted
L1151,archiveera69,IG,unknown,@archiveera69,57485.0,898.0,0.58,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,2288,Instagram,never,never,New,New Lead,Prospect,unknown,L1151,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Instagram) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Cold,,"Hi there, I came across your shop and noticed running sales through Instagram. I work with Fleek, a wholesale marketplace connecting retailers and resellers with inventory from trusted suppliers and brands. Would it be useful to see what's currently available that fits what you stock?",Stage identified as New Lead (Cold). Personalisation drawn from channel (notes unavailable): running sales through Instagram. No prior contact on record - treated as first outreach.,running sales through Instagram
L1114,Second Wardrobe,unknown,Retro clothing shop,@secondwardrobe,26882.0,,,https://secondwardrobe.com,info@secondwardrobe.com,+33680686879,unknown,61 Kingsland Rd,Berlin,"Kreuzberg, Berlin",Germany,52.49417,13.40048,3077,Google Maps scrape,2026-04-23,never,CONTACTED,Contacted,Contacted,Retro football shirts & vintage sportswear,L1114,1,Physical Store,High,True,False,Vintage Store,True,Category 'Retro clothing shop' is a specific vintage/resale-clothing category - qualifies.,5,Non-UK,True,Re-Engagement,,"English: Hi there, it's been a little while, so wanted to check back in given your retro football shirt and vintage sportswear range. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?

Translated (German): Hallo, es ist eine Weile her, deshalb wollte ich mich angesichts Ihr Sortiment an Retro-Fußballtrikots und Vintage-Sportbekleidung noch einmal melden. Kein Druck, falls sich der Zeitpunkt geändert hat, aber falls Beschaffung weiterhin ein Thema für Sie ist, spreche ich gerne wieder darüber. Würde sich ein kurzes Gespräch lohnen?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your retro football shirt and vintage sportswear range. Last contacted 84 day(s) ago - timing supports a follow-up now.,your retro football shirt and vintage sportswear range
L1070,Pinegrove Studio,unknown,Used clothing store,@pinegrovestudio,20248.0,,,https://pinegrovestudio.co.uk,info@pinegrovestudi.com,+447833918785,unknown,20 Market St,Brighton,"North Laine, Brighton",UK,50.81548,-0.13886,5236,Referral,2026-05-15,never,meeting set,Meeting Booked,Opportunity,"Curated vintage womenswear, Levi's & band tees",L1070,1,Physical Store,High,False,False,Second-Hand Store,True,Category 'Used clothing store' is a specific vintage/resale-clothing category - qualifies.,5,None,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your curated womenswear built around Levi's and band tees. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Meeting Booked (Re-Engagement). Personalisation drawn from notes: your curated womenswear built around Levi's and band tees. Last contacted 62 day(s) ago - timing supports a follow-up now.,your curated womenswear built around Levi's and band tees
L1102,Bygone Threads,shop,Vintage boutique,@bygonethreads,3806.0,,,unknown,unknown,+33667024103,unknown,134 Broadway,Paris,"Le Marais, Paris",France,48.86382,2.35694,5257,Google Maps scrape,2026-06-05,never,Visit booked,Visit Booked,Opportunity,"Vintage streetwear — Nike, Adidas, Ralph",L1102,1,Physical Store,High,True,False,Vintage Store,True,Category 'Vintage boutique' is a specific vintage/resale-clothing category - qualifies.,3,Missing Website; Non-UK,True,Re-Engagement,,"English: Hi there, it's been a little while, so wanted to check back in given your streetwear edit built around Nike, Adidas and Ralph Lauren. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?

Translated (French): Bonjour, cela fait un moment, je voulais donc reprendre contact étant donné votre sélection streetwear construite autour de Nike, Adidas et Ralph Lauren. Aucune pression si le moment n'est plus idéal, mais si l'approvisionnement reste d'actualité, je serais ravi d'en reparler. Cela vaudrait-il la peine d'en discuter rapidement ?","Stage identified as Visit Booked (Re-Engagement). Personalisation drawn from notes: your streetwear edit built around Nike, Adidas and Ralph Lauren. Last contacted 41 day(s) ago - timing supports a follow-up now.","your streetwear edit built around Nike, Adidas and Ralph Lauren"
L1166,thriftedthreads84,depop,unknown,@thriftedthreads84,55514.0,569.0,0.42,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,1594,Instagram,2026-04-23,never,emailed,Contacted,Contacted,"Whatnot seller, live sales",L1166,1,Online Retailer,High,False,True,Online Retailer,True,Online marketplace lead (source: Instagram) - Depop/Vinted/Whatnot/Instagram are fashion-resale platforms by definition.,2,Missing Contact; Missing Website; Unverified Location,True,Re-Engagement,,"Hi there, it's been a little while, so wanted to check back in given your live-sale format on Whatnot. No pressure if the timing's shifted, but if sourcing is still on your radar, happy to pick things back up. Worth a quick chat to see where things stand?",Stage identified as Contacted (Re-Engagement). Personalisation drawn from notes: your live-sale format on Whatnot. Last contacted 84 day(s) ago - timing supports a follow-up now.,your live-sale format on Whatnot
